"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WZXDDEMY","bookSection","2010","Melin, Ulf; Axelsson, Karin","Inter-organizational Information Systems and Interaction in Public vs. Private Sector – Comparing Two Cases","Electronic Government","978-3-642-14798-2 978-3-642-14799-9","","","http://link.springer.com/10.1007/978-3-642-14799-9_4","","2010","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","38-49","","","6228","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-14799-9_4","","","","","","Wimmer, Maria A.; Chappelet, Jean-Loup; Janssen, Marijn; Scholl, Hans J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPAIMLLB","conferencePaper","2018","Meijer, David; Ubacht, Jolien","The governance of blockchain systems from an institutional perspective, a matter of trust or control?","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209321","https://dl.acm.org/doi/10.1145/3209281.3209321","","2018-05-30","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","1-9","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"F4HK9KLI","bookSection","2014","Mehdi, Muntazir; Stasiewicz, Arkadiusz; Porwol, Lukasz; Lee, Deirdre; Ojo, Adegboyega","Synthesizing a Criterion for SOA Reference Architecture to Sustain eParticipation","E-Democracy, Security, Privacy and Trust in a Digital World","978-3-319-11709-6 978-3-319-11710-2","","","http://link.springer.com/10.1007/978-3-319-11710-2_4","","2014","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","39-51","","","441","","","","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-11710-2_4","","","","","","Sideridis, Alexander B.; Kardasiadou, Zoe; Yialouris, Constantine P.; Zorkadis, Vasilios","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Q8UD69N","bookSection","2003","McKay-Hubbard, Andy; Macintosh, Ann","Models of Trust for Knowledge-Based Government Services","Electronic Government","978-3-540-40845-1 978-3-540-45239-3","","","http://link.springer.com/10.1007/10929179_55","","2003","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","305-312","","","2739","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/10929179_55","","","","","","Traunmüller, Roland","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3FKQZJD","bookSection","2018","McBride, Keegan; Toots, Maarja; Kalvet, Tarmo; Krimmer, Robert","Open Government Data Driven Co-creation: Moving Towards Citizen-Government Collaboration","Electronic Government","978-3-319-98689-0 978-3-319-98690-6","","","http://link.springer.com/10.1007/978-3-319-98690-6_16","","2018","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","184-195","","","11020","","","Open Government Data Driven Co-creation","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98690-6_16","","","","","","Parycek, Peter; Glassey, Olivier; Janssen, Marijn; Scholl, Hans Jochen; Tambouris, Efthimios; Kalampokis, Evangelos; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNEF5JMG","conferencePaper","2014","Mergel, Ines","Social media adoption: toward a representative, responsive or interactive government?","Proceedings of the 15th Annual International Conference on Digital Government Research - dg.o '14","978-1-4503-2901-9","","10.1145/2612733.2612740","http://dl.acm.org/citation.cfm?doid=2612733.2612740","","2014","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","163-170","","","","","","Social media adoption","","","","","ACM Press","Aguascalientes, Mexico","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 15th Annual International Conference","","","","","","","","","","","","","","",""
"JY6LJRGX","bookSection","2018","Melin, Ulf; Axelsson, Karin; Löfstedt, Truls","Understanding an Integrated Management System in a Government Agency – Focusing Institutional Carriers","Electronic Government","978-3-319-98689-0 978-3-319-98690-6","","","http://link.springer.com/10.1007/978-3-319-98690-6_2","","2018","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","15-28","","","11020","","","","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98690-6_2","","","","","","Parycek, Peter; Glassey, Olivier; Janssen, Marijn; Scholl, Hans Jochen; Tambouris, Efthimios; Kalampokis, Evangelos; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQZQI2G7","bookSection","2007","Melin, Ulf; Axelsson, Karin","Action in Action Research – Illustrations of What, Who, Why, Where, and When from an E-Government Project","Electronic Government","978-3-540-74443-6 978-3-540-74444-3","","","http://link.springer.com/10.1007/978-3-540-74444-3_5","","2007","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","44-55","","","4656","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-74444-3_5","","","","","","Wimmer, Maria A.; Scholl, Jochen; Grönlund, Åke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XTA7EHA","conferencePaper","2016","Medaglia, Rony; Zheng, Lei","Characterizing Government Social Media Research: Towards a Grounded Overview Model","2016 49th Hawaii International Conference on System Sciences (HICSS)","978-0-7695-5670-3","","10.1109/HICSS.2016.375","http://ieeexplore.ieee.org/document/7427558/","","2016-01","2022-04-24 14:45:03","2022-04-24 14:45:03","2022-04-24 14:45:00","2991-2999","","","","","","Characterizing Government Social Media Research","","","","","IEEE","Koloa, HI, USA","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 49th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"KBDYZ83S","conferencePaper","2009","Matheus, Ricardo; Ribeiro, Manuella Maia","Models for citizen engagement in Latin American: case studies of public digital budgeting","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance - ICEGOV '09","978-1-60558-663-2","","10.1145/1693042.1693065","http://portal.acm.org/citation.cfm?doid=1693042.1693065","","2009","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","109","","","","","","Models for citizen engagement in Latin American","","","","","ACM Press","Bogota, Columbia","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 3rd International Conference","","","","","","","","","","","","","","",""
"LN977PZW","bookSection","2004","Masters, Zoë; Macintosh, Ann; Smith, Ella","Young People and e-Democracy: Creating a Culture of Participation","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_3","","2004","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","15-22","","","3183","","","Young People and e-Democracy","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_3","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PD363CFV","conferencePaper","2018","Marzouki, A.; Mellouli, S.; Daniel, S.","Spatial, temporal and semantic contextualization of citizen participation","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209385","https://dl.acm.org/doi/10.1145/3209281.3209385","","2018-05-30","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","1-8","","","","","","","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"AJQNY62M","bookSection","2004","Martinez-Moyano, Ignacio J.; Gil-Garcia, J. Ramon","Rules, Norms, and Individual Preferences for Action: An Institutional Framework to Understand the Dynamics of e-Government Evolution","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_32","","2004","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","194-199","","","3183","","","Rules, Norms, and Individual Preferences for Action","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_32","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP7YR5FB","conferencePaper","2013","Marcovecchio, Ignacio; Estevez, Elsa; Fillottrani, Pablo","Government chief information officer (GCIO) ontology: a tool to formalize the GCIO function","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591894","https://dl.acm.org/doi/10.1145/2591888.2591894","","2013-10-22","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","32-41","","","","","","Government chief information officer (GCIO) ontology","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"3NMXYBA2","conferencePaper","2018","Manda, More Ickson; Backhouse, Judy","Inclusive digital transformation in South Africa: an institutional perspective","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209486","https://dl.acm.org/doi/10.1145/3209415.3209486","","2018-04-04","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","464-470","","","","","","Inclusive digital transformation in South Africa","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"FMVV642F","bookSection","2004","Mambrey, Peter","Networked ICT to Foster e-Democracy?","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_6","","2004","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","31-35","","","3183","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_6","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2X2AFUV","conferencePaper","2018","McBride, Keegan; Aavik, Gerli; Kalvet, Tarmo; Krimmer, Robert","Co-creating an Open Government Data Driven Public Service: The Case of Chicago’s Food Inspection Forecasting Model","","","","10.24251/HICSS.2018.309","http://hdl.handle.net/10125/50197","","2018","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","","","","","","","Co-creating an Open Government Data Driven Public Service","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
"VRJIHDTC","bookSection","2018","Martins, João; Fernandes, Bruno; Rohman, Ibrahim; Veiga, Linda","The War on Corruption: The Role of Electronic Government","Electronic Government","978-3-319-98689-0 978-3-319-98690-6","","","http://link.springer.com/10.1007/978-3-319-98690-6_9","","2018","2022-04-24 14:45:02","2022-04-24 14:45:02","2022-04-24 14:45:00","98-109","","","11020","","","The War on Corruption","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98690-6_9","","","","","","Parycek, Peter; Glassey, Olivier; Janssen, Marijn; Scholl, Hans Jochen; Tambouris, Efthimios; Kalampokis, Evangelos; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
