"","type","year","author","doc_title","pub_title","DOI","abstract"
"857","conferencePaper",2018,"Sandoval-Almazán, Rodrigo; Valle-Cruz, David","Facebook Impact and Sentiment Analysis on Political Campaigns",NA,"10.1145/3209281.3209328","The use of social media platforms in political campaigns has widely been studied. Many scholars have provided evidence about the impact of Twitter, Facebook and YouTube. So far; some of them have argued on the uselessness of these technologies about changing vote decisions, candidates' perception or political information efficacy. Most recently, the sentiment analysis has provided new paths to understand the link between the social media technology and voters. This paper analyzes data collected from Facebook's posts (4128 posts) and their emoticons - love, hate, anger, likes, etc. - that reveals some kind of sentiment from the users in a local government campaign in the central State of Mexico, which took place in June 2017. Findings show that political parties have a large impact with few posts, but in general, this paper reveals that voters' perception of candidates in Facebook is bad for the winner political party, since despite of this situation, the political party with the best sentiment impact, could not win the elections."
"858","conferencePaper",2016,"Sanfilippo, Madelyn Rose","Information Rules as Institutions Shaping Political Participation",NA,"10.1109/HICSS.2016.350","Information underlies political participation, making information critical to governance and political systems, particularly in democracies. Furthermore, institutions critically shape distribution of information. In this sense, critical analysis of information flows within the Institutional Analysis and Development (IAD) Framework would importantly contribute to improved understanding of the political role of information. This paper will thus consider aspects of the following puzzle: why does participation increase with increased access to information and information technology among politically engaged individuals, but not among those who have not participated in the past or who self-identify as unengaged? Specifically, this preliminary analysis will consider dimensions of information access -- availability, awareness, and ability to use -- stratified by differences in political participation, as measured by consciousness, resource contributions, institutionalized actions, and public forum participation. Statistical analysis supports the development of an agenda for future research regarding information rules and proposal of testable hypotheses."
"859","conferencePaper",2006,"Sannarnes, Moyfrid Karstad; Henriksen, Helle Zinner; Andersen, Kim Viborg","The e-Government melting pot: Lacking new public management and innovation flavor?",NA,"10.1007/11823100_3","The paper argues that e-government literature has by large not infused New Public Management (NPM) literature or innovation studies on e-government. Rather, e-government literature has used relative simple frameworks and observations from the NPM and innovation studies and applied them in studies of e-government implementation. Based on a literature review of 60 peer and double blind reviewed scientific studies, this paper argues that the domain has only been subject to research for about half a decade and that the domain is still unexplored in many aspects. One major absence is a lack of cross referencing of studies and limited number of cumulative studies on whether e-government can aid NPM or fuel innovation. However, the good news is that the literature review demonstrates that researchers entering the domain mainly base their research on empirical studies."
"860","conferencePaper",2016,"Santamaría, Alex","A Trust-Enhanced Approach to the eParticipation Life Cycle",NA,"10.3233/978-1-61499-670-5-352","eParticipation provides a means to involve citizens in eGovernment decisions. The ease of access to eParticipation processes has raised the issue of the trustworthiness of both the institutions promoting processes and the citizens participating in these processes. Our research aims at obtaining a generic eParticipation framework enriched with trust management techniques like the ones used in e-Commerce and social networks. Our work plan includes the following steps: making a systematic review for extract the knowledge base, designing an eParticipation framework definition and incorporating trust techniques, developing support software, implementing several case studies in Spain and Ecuador, and providing results and evaluation."
"861","conferencePaper",2018,"Santamaría-Philco, Alex; Wimmer, Maria A.","Trust in e-participation: An empirical research on the influencing factors",NA,"10.1145/3209281.3209286","E-participation provides a means to involve citizens in e-government decision-making. The ease of access to e-participation processes has raised the issue of trustworthiness of both the institutions promoting processes and the citizens participating in these processes. While trust in ICT applications, such as e-commerce and social media networks, has been widely studied, trust in e-participation has not been studied in depth. Since it is necessary to create a trusted environment so that citizens choose to participate in e-participation processes, this paper analyzes the factors that directly influence trust in e-participation initiatives through an empirical research. The study is performed on the citizens of Valencia Capital city and analyzes predominantly the factors that influence the procedure, the technology, and the perceived risk and/or the benefits of the electronic participation. The obtained results are exposed through models created and synthesized through the SmartPLS tool."
"862","conferencePaper",2016,"Santos Barbosa, Danilo Egle","E-Services as an Electronic Government Strategy: Proposal of an Info-Communication Model for the Environment Department of the City of Manaus",NA,"10.3233/978-1-61499-670-5-313","The e-government as an option of administrative is a one-way street. The citizens that use its benefits are the ones that demand transparency and efficiency from the public administration. In Brazil, the e-services offered by the government aren't widely used, except when they are mandatory and directly linked to the finances. This document presents an ongoing study in the scope of the Doctoral Program in Information and Communication in Digital Platforms of Aveiro University and Porto University (Portugal), and has the objective to construct an info-communicational model that defines a platform to support the environmental complaint service of the Environment Department of Manaus (SEMMAS), in Brazil."
"863","conferencePaper",2018,"Santos, Luís Paulo; Barbosa, Luís Nuno; Bessa, Diogo Aires; Martins, Lúcia Pereira; Barbosa, Luís Soares","Communities of Practice As a Tool to Support the GCIO Function",NA,"10.1145/3209415.3209507","A Community of Practice (CoP) allows practitioners of a clearly defined domain to share knowledge, experience, and best practices. It provides a social context for practitioners, often distributed across multiple organizations, and emerged over the last few decades as a fundamental mechanism for knowledge sharing, management, and generation within organizations. Best practices, innovations, and solutions to shared problems first emerge within CoPs. These are, and must be perceived as, an investment in organizations' future and competitiveness. Establishing a CoP is a straightforward process, the most challenging factor being the recruitment of members to attain critical mass. The challenge is to maintain the CoP active, with members contributing with high quality, innovative content. Increasing a CoP's medium / long-term survival probabilities requires careful planning to avoid incurring in some well-known pitfalls. This paper proposes and discusses a set of nine guidelines for establishing and maintaining a community of practice within the context of Electronic Governance (EGOV) and Government Chief Information Officers (GCIO). This research was motivated by the initiative of the government of a developing country. Results are based on a review of the relevant literature, together with the detailed analysis of interviews to members or coordinators of large communities of practice. This analysis was further validated against the opinions of public servants directly involved on EGOV-GCIO-related functions during two focus groups meetings."
"864","conferencePaper",2009,"Sarantis, Demetrios; Charalabidis, Yannis; Askounis, Dimitris","An ontology for stakeholder collaboration and knowledge exploitation in e-government project management",NA,"10.1145/1693042.1693056","The expansive growth in implementation of e-Government initiatives combined with the high rate of failures has exponentially increased the interest in locating and applying the appropriate project management procedures. E-Government project management is identified as an area with an inherent need for reusing and exchanging information. Ontologies, by modelling concepts and their relationships, make possible descriptions of domains in a machine processable way. A feature like that is especially useful in the field of e-Government project management. Public administration officials, decision makers, implementers and politicians, show great interest in reusing and exchanging information concerning project management procedure, in an attempt to standardize the management operation, reuse of existing knowledge, improve collaboration and increase successful rates. The present paper presents an e-Government project management ontology comprised of the main concepts that should be managed during project implementation. It intends to encourage collaboration for the excellence and productivity of the management of e-Government project processes and enable the interoperability and reuse of knowledge between all factors and stakeholders related to the implementation of such types of projects."
"865","conferencePaper",2010,"Sarantis, Demetrios; Charalabidis, Yannis; Askounis, Dimitris","A goal oriented and knowledge based e-government project management platform",NA,"10.1109/HICSS.2010.15","There is a growing need for better project management in e-Government endeavors to bring together people with diverse knowledge and skills so they can develop and implement project activities effectively and efficiently. This paper is a research report on eGTPM (e-Government Transformation Project Management) platform, a project management tool which assists implementers and decision-makers in e-Government project planning and control. eGTPM Platform improves most existing commercial tools by integrating goal orientation and dynamic enterprise modeling (DEM) principles into the knowledge building tool developed at the Decision Systems Laboratory in National Technical University of Athens. By employing goal orientation and DEM principles' concepts, eGTPM facilitates communication and collaboration among all involved parties in order to jointly identify project needs and requirements and to reduce the number of changes due to misunderstandings. eGTPM also includes a knowledge based project control advisor which contains heuristic knowledge to guide users to possible design alternatives. The paper describes eGTPM's components and possible directions for future work."
"866","conferencePaper",2011,"Sarantis, Demetrios; Charalabidis, Yannis; Askounis, Dimitris","Towards a public sector interoperability ontology: conceptualization of fundamental entities",NA,"10.1145/2072069.2072111","Achieving e-Government objectives requires radical organizational redesign of the public administration. This paper illustrates the results of the first stage of the applied life cycle model, used in designing a public sector ontology. Goal of the specific ontology is to achieve the elimination, or at least reduction, of diversity that appears in the public administration organizational, operational and conceptual models, as far as they depict, organize and codify the knowledge, making it accessible and reusable. Through a common semantic conceptual model, provided by the ontology, public sector bodies will become fully interoperable and able to co-operate, forming a single coherent information and communication system."
"867","conferencePaper",2018,"Sarantis, Demetrios; Soares, Delfina Sá","Towards health sector web presence assessment: Defining criteria and indicators",NA,"10.1145/3209415.3209509","A key element in the evolution of hospital services through the Internet is the development of websites that better serve the patients' needs. It imposes a high challenge on health sector organisations to have objective methods to evaluate their web presence. Health sector website assessment is built on identifying relative evaluation dimensions and conceived measurements of health sector websites services. In this paper, which is part of a research study to implement a health sector web presence assessment instrument, the instrument is conceptualized based on a multiple-level scale assessment for detecting significant health sector websites features. Criteria, indicators and sub-indicators of the instrument are analysed."
"868","conferencePaper",2003,"Savary, Lionel; Zeitouni, Karine","Spatial Data Warehouse – A Prototype",NA,"10.1007/10929179_60","Nowadays, there are an emergence of spatial or geographic data stored in several and heterogeneous databases, mostly in Geographic Information Systems (GIS). The diversity of GIS and the increasing accumulation of non-spatial (simple attributes) and spatial (geometric shapes) data make it difficult to apply conventional OLAP and data mining tools. Thus, the need to build a spatial data warehouse over heterogeneous GIS is becoming necessary in many fields. Our architecture is a central type architecture based on GML (for spatial data representation) and more generally on XML (for all data). In this paper we will focus on the study of data integration into a data warehouse, and data representation. We will show how the specificities of our architecture contribute to manage spatial and non-spatial data."
"869","conferencePaper",2014,"Sayogo, Djoko Sigit; Gil-García, J. Ramón","Understanding the determinants of success in inter-organizational information sharing initiatives: Results from a national survey",NA,"10.1145/2612733.2612739","Inter-organizational collaboration and information sharing have the potential of generating great benefits to government agencies and other social actors dealing with complex public problems. However, these initiatives have proved to be difficult to implement and important challenges have been identified in previous studies. Existing literature deals with challenges and enablers as important success factors for inter-organizational information sharing initiatives. Most of this research is based on cases and there are few quantitative empirical studies about this topic. Based on a national survey of government managers in two policy domains, this study starts filling this gap by systematically identifying some important determinants of the success of inter-organizational information sharing initiatives through quantitative empirical analysis. Our analysis suggests four factors as the key determinants of inter-organizational information sharing success. We found that the following variables are statistically significant and clearly influence the success of inter-organizational information sharing initiatives: (1) availability of financial resources, (2) formally appointed project managers, (3) technical compatibility and (4) standards. As mentioned before, this is one of the first quantitative explorations and testing of success factors of inter-organizational information sharing in government settings and additional research is clearly needed."
"870","conferencePaper",2012,"Sayogo, Djoko Sigit; Jong, Jaehee; Nam, Taewoo; Gharawi, Mohammed","Building the Academic Community of E-Government Research on Cross-Boundary Information Integration and Sharing",NA,"10.1109/HICSS.2012.137","This paper presents the result of a network analysis on cumulative studies addressing issues of data integration, information sharing, knowledge network, and technical interoperability, which we consider as key themes of cross-boundary information integration and sharing for e-government. The network analysis explores the academic community of e-government research pertinent to those four topics. We profiled conference papers and journal articles included in the e-government research database that the Digital Government Society of North America released in March, 2011. This study found the lack of connections among scholars in the research community in terms of publication outlets and research themes. The paper also discusses potential reasons of the disconnected pattern in collaborative research."
"871","conferencePaper",2014,"Sayogo, Djoko Sigit; Pardo, Theresa A.; Cook, Meghan","A Framework for Benchmarking Open Government Data Efforts",NA,"10.1109/HICSS.2014.240","This paper presents a preliminary exploration on the status of open government data worldwide as well as indepth evaluation of selected open government data portals. Using web content analysis of the open government data portals from 35 countries, this study outlines the progress of open government data efforts at the national government level. This paper also conducted in-depth evaluation of selected cases to justify the application of a proposed framework for understanding the status of open government data initiatives. This paper suggest that findings of this exploration offer a new-level of understanding of the depth, breath, and impact of current open government data efforts. The review results also point to the different stages of open government data portal development in term of data content, data manipulation capability and participatory and engagement capability. This finding suggests that development of open government portal follows an incremental approach similar to those of e-government development stages in general. Subsequently, this paper offers several observations in terms of policy and practical implication of open government data portal development drawn from the application of the proposed framework."
"872","conferencePaper",2014,"Sayogo, Djoko Sigit; Zhang, Jing; Liu, Haixin; Picazo-Vela, Sergio; Luna-Reyes, Luis","Examining Trust As Key Drivers in Smart Disclosure for Sustainable Consumption: The Case of I-choose",NA,"10.1145/2612733.2612747","Smart disclosure constitutes a form of open data policy that has the objective of promoting more sustainable economies and innovation by providing consumers with information to help them make better purchasing decisions. Trust in the information regarding product and certification is crucial for the adoption and usage of smart disclosure tools that make use of such information. In this paper, we investigate the determinants of trust in sustainable product information through a survey administered in Mexico and the United States. Our results suggest that brands and certificates reputation are important components to develop trust. Our results also suggest that additional information to verify label does not emerge as significant predictor to induce trust. We argue that to be useful, such information should be aggregated and presented to consumers in a simple way right at their fingertips. Finally, we found that support from government agencies and endorsement from non-for-profit organizations significantly influence consumer's trusting beliefs on sustainable practices information."
"873","conferencePaper",2011,"Sayogo, Djoko Sigit; Zhang, Jing; Pardo, Theresa A.","Evaluating the structure of cross-boundary digital government research collaboration: a social network approach",NA,"10.1145/2037556.2037567","The end result of scientific collaboration is generating knowledge and simultaneously diffusing knowledge across expertise and geographical boundaries. In response, there have been significant increases in internationalization and cross-national characteristics of digital government research that give rise to the issues of multicultural research team composition. Considering the significant and growing trends of multi-cultural research team in Digital Government research, this study aims to investigate the determinants of digital government research team formation using the ERGM model from social network analysis. The data are derived from North American Digital Government Working Group, a working group of digital government researchers from Canada, Mexico, and the United States. The data shows that network closure and short distance structure characterize the structure of North American Digital Government research network and trusted relationship is critical factor affecting the formation of research collaboration. In addition, this study also found that reputation or information technology alone is not a credible determinant of scientific collaboration construction. Thus, to successfully engage in research collaboration cross-discipline and/or cross-region using online collaboration tools, researchers need to establish credible trust relationship to warrant the success of collaboration."
"874","conferencePaper",2012,"Scannell, Mark; Bannister, Frank","Shared Services in Irish Local Government",NA,"10.1007/978-3-642-33489-4_10","This paper investigates the demand for ICT shared services in Irish local government, why has the take-up to date been so limited and what the barriers to adoption are historically and are today. The research shows that there is an apparent large demand for ICT shared services from all local authorities, but that in practice take-up is low and there is a strong preference for local solutions over national offerings. A number of barriers to adoption are identified and discussed."
"875","conferencePaper",2018,"Schaupp, Ludwig Christian; Festa, Mackenzie","Cryptocurrency Adoption and the Road to Regulation",NA,"10.1145/3209281.3209336","Blockchain technology is the underlying enabling technology developed for Bitcoin, the most common cryptocurrency. Blockchain technologies have become increasingly popular with the potential to become a powerful disruptive force. Individuals and organizations may benefit from blockchain with its ability to increase secure data exchange and to make that transaction simpler and easier between entities. We investigate factors that influence an individual's intention to use a blockchain cryptocurrency. We develop a model of cryptocurrency adoption grounded in the theory of planned behavior (TPB) to: identify the determinants for the acceptance of cryptocurrency and explore the relative importance of each construct. We offer empirical evidence for a better theoretical understanding of cryptocurrency adoption with practical implications in an e-government context."
"876","conferencePaper",2010,"Scherer, Sabrina; Wimmer, Maria A.","A regional model for E-Participation in the EU: evaluation and lessons learned from VoicE",NA,"10.1007/978-3-642-15158-3_14","Attracting and motivating citizens to participate actively in online discussions of European policies turns out not to be easy. In the VoicE project, a regional e-participation model has been developed to deal with this challenge. The results and lessons learned from the project VoicE are of particular importance for the follow-up project VoiceS. This way, VoicE and VoiceS incorporate ongoing evaluation through an iterative design cycle. In this paper, we present the scientific evaluation method and results whether the regional e-participation model of VoicE is an appropriate means to attract citizens for European policies and to motivate citizens to participate in discussions. The methodology is based on a layered model of e-participation evaluation. Subsequently, this paper examines to what degree the approach chosen in the project delivers suitable insights for establishing successful e-participation platforms on a European level and what lessons can be learned."
"877","conferencePaper",2014,"Scherer, Sabrina; Wimmer, Maria A.","Trust in e-participation: Literature review and emerging research needs",NA,"10.1145/2691195.2691237","Trust plays a significant role along the life-cycle of (electronic) participation initiatives. Based on causal roles that trust may have according to Rousseau et al. [31, p. 396] - (1) trust as condition for participation, (2) trust during participation, and (3) trust as outcome of participation - it is imperative to analyse these influential roles in order to take measures that contribute to higher trust and to reduce distrust in, and as an outcome of participation. In this regard, a literature study is performed analysing research on trust in e-government, online commerce and e-participation. Literature research unveils that analyses of trust in e-participation and their results are diverse, and a number of aspects are not studied so far (in particular ICT as a means for communication and as a tool in e-participation). This paper therefore identifies research needs along a trust model for e-participation. The aspect of guidelines for developing trustworthy e-participation tools is particularly examined by outlining various research steps. Online participatory budgeting serves as example for analysing trust, as such initiatives integrate different aspects of e-participation in the support tools."
"878","conferencePaper",2016,"Schlicher, Bob G.; MacIntyre, Lawrence P.; Abercrombie, Robert K.","Towards Reducing the Data Exfiltration Surface for the Insider Threat",NA,"10.1109/HICSS.2016.345","Unauthorized data exfiltrations from both insiders and outsiders are costly and damaging. Network communication resources can be used for transporting data illicitly out of the enterp rise or cloud. Combined with built-in malware copy ing utilities, we define this set of tools as comprising th e Data Exfiltration Surface (DXS). For securing valuable data, it is desirable to reduce the DXS and maintain controls on the egress points. Our approach is to host the data in a protected enclave that includes novel Software Data Diode (SDD) installed on a secured, border gateway. The SDD allows copying data into the enclave systems but denies data from being copied out. Simultaneously, it permits remote access with remote desktop and console applications. Our tests demonst rate that we are able to effectively reduce the DXS and we are able to protect data from being exfiltrated through the use of the SDD."
"879","conferencePaper",2003,"Schmalfeld, Uwe","Co-operative Software Development for Secure Online Services – Experiences and Results within the MEDIA@Komm-Project of Nuremberg",NA,"10.1007/10929179_50","With their joint concept for a digital town hall the cities Nuremberg, Furth, Erlangen, Schwabach and Bayreuth were among the prizewinners in the national competition MEDIA@Komm. The five municipalities are in the process of creating an innovative and networked administration. In addition to more service, better availability and a higher transparency of administrative transactions for citizens and business companies, the municipalities implement many improvements within their administration. Curiavant Internet GmbH was founded as a project company. It develops e-government solutions for the region and implements them together with partners. The technical basis consists of the e-government infrastructure CuriaWORLD."
"880","conferencePaper",2018,"Schmidthuber, Lisa; Krabina, Bernhard; Hilgers, Dennis","Local Open Government: Empirical Evidence from Austrian Municipalities",NA,"10.1007/978-3-319-98690-6_10","Local governments have increasingly been applying an open and collaborative approach towards public management during the last years. Accordingly, they aim at increasing accessibility by releasing..."
"881","conferencePaper",2001,"Scholl, Hans Jochen","Applying stakeholder theory to e-government: Benefits and limits",NA,"10.1007/0-306-47009-8_54","According to most scholars in the field, stakeholder theory is not a special theory on a firm's constituencies but sets out to replace today's prevailing neoclassical economic concept of the firm. Though stakeholder theory explicitly is a theory on a private sector entity, some scholars apply it to public sector organizations. This paper summarizes stakeholder theory, discusses its premises and justifications, compares its tracks, sheds light on recent attempts to join the two tracks, and discusses the benefits and limits of its practical applicability to the public sector using the case of a recent New York State e-Government initiative."
"882","conferencePaper",2003,"Scholl, Hans Jochen","E-government: A Special Case of ICT-enabled Business Process Change",NA,"10.1109/HICSS.2003.1174309","The literature on business process reengineering (BPR) has evolved into a strand of literature which studies organizational change (OC), and more specifically, business process change (BPC), induced and enabled by information and communication technology (ICT). With the unfolding of electronic government (e-government) changes to the way government works also seem to be imminent. Electronic government increasingly impacts business processes and workflows in the public sector. The BPC/ICT research, hence, has the capacity to directly inform both the research and practice of electronic government. In this paper, the findings of the BPC/ICT literature are reviewed and discussed regarding their applicability to electronic government. Both the theory and preliminary empirical evidence suggest that electronic government must be seen as a special case of ICT-enabled business process change."
"883","conferencePaper",2003,"Scholl, Hans Jochen","Electronic government: Make or buy?",NA,"10.1007/10929179_40","The information systems-related sourcing literature has recently largely emphasized a portfolio approach in which homegrown, hybrid, and outsourced systems are combined. In electronic government, similar approaches are found in practice. Since electronic government is predicted to have a major impact on government business processes, an increased understanding regarding the optimal sourcing mix of e-Gov systems is needed in order to direct the scarce resources into strategically relevant areas. In the absence of a developed sourcing theory, an exploratory approach has been employed for this research undertaking. Elements of a sourcing theory are proposed for testing."
"884","conferencePaper",2004,"Scholl, Hans Jochen","Electronic Government: Scope and scale of process change",NA,"10.1007/978-3-540-30078-6_59","Unnoticed for quite some time, electronic Government (e-Government, e-Gov) projects have only recently been observed to induce changes to government business processes. So far, the strategic approaches and objectives pursued in such projects have not been studied. In the private sector, business process change (BPC), in turn, has been widely practiced and researched. In this exploratory study, the existing literature on BPC-related strategic approaches and objectives is used as a point of reference for assessing the scope and scale e-Gov-induced BPC. On a grand scale, the strategic approaches and objectives were found very similar to those used in the private sector, although they differed in many details. The existing knowledge it is concluded can help inform and guide e-Gov projects with a BPC impact."
"885","conferencePaper",2005,"Scholl, Hans Jochen","Organizational transformation through e-Government: Myth or reality?",NA,"10.1007/11545156_1","The field of e-Government (e-Gov) is still in the phase of finding and defining its research agenda and its accepted research standards and methods. How does e-Gov research differ from traditional public management information systems (PMIS) research? Also, to what extent does e-Gov represent a new tradition of research in terms of the subject area and the research paradigm? To what extent does government change through e-Gov? While one group of e-Gov researchers emphasizes the transformational impact of e-Gov on the business of government, others have squarely questioned this assertion. This paper contributes to the debate and to the definition of the research agenda by discussing various dimensions of organizational transformation, and how they relate to the phenomenon of e-Gov. It suggest that e-Gov, at least in the short term, has the capacity to transform the business of government in mode rather than in nature."
"886","conferencePaper",2006,"Scholl, Hans Jochen","Is E-government research a flash in the pan or here for the long shot?",NA,"10.1007/11823100_2","It has been questioned whether or not Electronic Government Research (EGR) qualifies as a legitimate discipline. This paper proposes that EGR might even want to avoid developing into a traditional discipline and restricting itself to a narrow set of accepted procedures. Rather EGR might best be served by drawing upon multiple disciplines spanning the whole spectrum of hard-pure, hard-applied, soft-pure, and soft-applied sciences. In so doing, EGR might best thrive as a multi-, inter-, or even as a transdiscipline."
"887","conferencePaper",2009,"Scholl, Hans Jochen","Profiling the EG research community and its core",NA,"10.1007/978-3-642-03516-6_1","Electronic Government Research (EGR) has progressed beyond its stages of infancy and has unfolded into a respected domain of multi- and cross-disciplinary study. A sizable and dedicated community of researchers has formed. So far, however, few, if any, accounts exist which sufficiently analyze the profile of the electronic government research community. The contribution of this paper is to describe this profile and give a detailed account of the core researcher community, name the most prolific researchers, determine their disciplinary backgrounds, and identify their preferred standards of inquiry. The study also identifies and quantifies the preferred publishing outlets in EGR, distinguishing between core journals and core conferences, on the one hand, and non-core sites, on the other hand. This study advances the understanding of the emerging structure and profile of the academic domain of EGR and helps researchers identify adequate publishing outlets for their domain-related research."
"888","conferencePaper",2013,"Scholl, Hans Jochen","Electronic Government Research: Topical Directions and Preferences",NA,"10.1007/978-3-642-40358-3-1","We surveyed the worldwide e-Gov researcher community and collected data on disciplinary backgrounds, topical orientations, and publication preferences from over 200 scholars including more than 80 percent of the most prolific scholars in the domain. The results demonstrate the richness and diversity of electronic government research worldwide. Some topics are more prevalent in some regions than others. The paper presents the results and discusses, which directions the domain may take to further strengthen its growing reputation and recognition."
"889","conferencePaper",2014,"Scholl, Hans Jochen","The EGOV research community: An update on where we stand",NA,"10.1007/978-3-662-44426-9_1","The body of practical and academic knowledge in e-government has significantly grown over the past decade. New publication outlets in e-government have emerged, and the research agenda has deepened and widened. The paper assesses the current topical orientations and trends in e-government and also updates an earlier study, which profiled the researcher community. The paper documents the productivity and impact of the most prolific scholars in e-government. The center of gravity of e-government research in terms of the location of most prolific scholars has shifted away from North America."
"890","conferencePaper",2009,"Scholl, Hans Jochen; Barzilai-Nahon, Karine; Ahn, Jim-Hyu; Popova, Olga H.; Re, Barbara","E-Commerce and e-Government: How do they compare? What can they learn from each other?",NA,"10.1109/HICSS.2009.169","For more than a decade e-Commerce and e-Government applications have made major impacts in their respective sectors, private and public. Some time ago, we presented early insights from a comparative study of the two phenomena. This paper reports on more robust findings from an ongoing empirical investigation and deepens our understanding of similarities and differences between e-Commerce and e-Government. The findings show that despite major similarities the two phenomena follow quite separate and distinct trajectories."
"891","conferencePaper",2007,"Scholl, Hans Jochen; Fidel, Raya; Liu, Shuhua; Paulsmeyer, Michael; Unsworth, Kris","E-Government Field Force Automation: Promises, Challenges, and Stakeholders",NA,"10.1007/978-3-540-74444-3_12","With the growing pervasiveness and maturity of fully mobile and wirelessly connected technologies (FMWC), many organizations have begun to equip their field workforce with such information and communication technologies (ICT). The aim of these projects is to automate fieldwork operations, that is, to make them more effective, to improve field force responsiveness, and to speed up the field processes, while using resources and assets more efficiently. In both private and public sectors, such projects have been pursued, yet the specific promises and challenges are not deeply understood. We share early but already robust results from a multi-year research project, which studies the nature and interaction of organizational, social, technological, and human-actor related variables in local government field workforce automation, or short, field force automation (FFA). According to our findings, the ICT-based automation of fieldwork and field workforce appears as a far more demanding undertaking than other successful automation projects. However, the high potential for significant gains in productivity and fieldwork efficacy seem to justify a sumptuous and at times arduous adaptation process."
"892","conferencePaper",2007,"Scholl, Hans Jochen; Liu, Shuhua Monica; Fidel, Raya; Unsworth, Kristene","Choices and challenges in e-Government field force automation projects: Insights from case studies",NA,"10.1145/1328057.1328142","Field Force Automation (FFA) has been introduced as the summary term for the redesign of workflows and business processes in the field by means of fully mobile wirelessly connected technologies and applications. In practice, governments around the world have increasingly begun to explore the potential of FFA by equipping field crews with mobile technologies and applications. FFA in government promises substantial gains in crew productivity and information quality in on-site decision making. However, as in the case of other far-reaching technologyenabled changes in the past, FFA requires numerous technical, organizational, and social adjustments to reach the targeted potential. We have studied the case of a US city government that introduced FFA in its public utilities service units a while ago. While FFA lives up to promise in some areas, it does not so in others. Based on the analyses of the work context and the FFA uses, we have developed a set of recommendations for improving both the technical and organizational sides of the FFA approach. While some recommendations might be case-specific, others appear to apply to e-Government FFA in general. In this paper, we detail and discuss the choices that governments may face in FFA projects. The contribution of this paper is that it helps guide other FFA projects. The paper also adds to the academic understanding of the challenges and choices in e-Government FFA."
"893","conferencePaper",2011,"Scholl, Hans Jochen; Luna-Reyes, Luis F.","Transparency and openness in government: a system dynamics perspective",NA,"10.1145/2072069.2072088","When coupled with direct stakeholder participation, transparency and open government have been touted as among the key drivers in the evolution of a less secretive, less single-handed, more responsive, and in essence more democratic government of the 21 st century committed to preserving the public good, serving citizens and business, and also curtailing the overwhelming influence of special interest groups. Based on a system dynamics model of major factors, we find evidence for information feedbacks as major influencers in changing the dynamic processes between the executive branch, the legislative branch, the press, and the general public."
"894","conferencePaper",2012,"Scholl, Hans Jochen; Patin, Beth J.; Chatfield, Akemi Takeoka","ICT-Enabled City Government Field Operations: Resiliency During Extreme Events",NA,"10.1109/HICSS.2012.307","Extreme events include both natural and man-made emergencies, disasters, and catastrophes of exceptional and unthinkable magnitude, which would surpass the ca-pacity of local government to effectively respond. Often organizations plan and prepare for 'average' disasters, which, as the Tohoku earthquake and tsunami exemplified, can lead to unseen vulnerabilities and costly dam-ages. For this paper, we have studied the daily routine operations, the uses, and impacts of ICTs (including mo-bile ICTs) in two infrastructure management divisions of a city government to better understand their potential fit-ness for coping with extreme events. We conducted nine-teen in-depth field interviews on general procedures, or-ganizational structures, daily routine operations, action plans, information needs, workflows, emergency procedures, and the use of ICTs in the context of emergency response. Based on the data analysis, we have developed recommendations for radically re-thinking extreme event response scenarios through data integration, training and effective use of ICTs, planning and preparedness."
"895","conferencePaper",2014,"Scholl, Hans Jochen; Scholl, Margit C.","Smart Governance: A Roadmap for Research and Practice",NA,"10.9776/14010","In the early 21st century, societies and their governments around the world have been meeting unprecedented challenges, many of which surpass the capacities, capabilities, and reaches of their traditional institutions and their classical processes of governing. Among these challenges are the need for an accelerated transition of the global economy from its current fossil fuel basis to renewable energies, the so-called post-carbon era also known as the third industrial revolution, the containment and reduction of government spending and debt financing, the increasing rapidity of market changes, and the expanding lag of timely interventions via traditional lawmaking and government action. While upholding the proven principles of Western democracy, democratic self-governance in 21st century market economies apparently needs to develop new institutional formats and novel mechanisms for staying abreast with the systemic dynamics of a tightly interconnected global society. We claim that actionable and omnipresent information along with its underlying technologies are substantial prerequisites and backbones for developing models of smart (democratic) governance, which foster smart, open, and agile governmental institutions as well as stakeholder participation and collaboration on all levels and in all branches of the governing process. We present and discuss an agenda for research and practice, which advances the concept of smart, open, and participatory government of the 21st century."
"896","conferencePaper",2014,"Scholl, Margit C.","User Experience as a Personalized Evaluation of an Online Information System",NA,"10.3233/978-1-61499-429-9-287","While online information systems and platforms are being increasingly used, user expectations or the specific demands that come out of the usage context have received scant attention in previous developments. Therefore a finely structured, analytical instrument for evaluating information artefacts with specific emphasis on actors and usage was implemented in the Moodle learning platform for Moodle course room evaluation and tested with different student groups. Some surprising results came out of the discussion between the instructor and students. Moreover, this instrument, TEDS*MOODLE, can be scaled and flexibly customized and thus also integrated into existing e-government services and administrative networks."
